text,aspect,sentiment
"#originalresearch simpub #aha2022 #circaha22: the efficacy and safety of empagliflozin was similar in black and white patients with hf across the range of ef, with a suggestion of enhanced efficacy in black patient... ",empagliflozin,neutral
#justpublished #aha22 #circaha22 exercise for the prevention of anthracycline-induced functional disability and cardiac dysfunction: the breast cancer randomized exercise intervention BREXIT study #ahajournals ,BREXIT,neutral
"strong-hf rapid uptitration of #gdmtworks after acute #heartfailure pays dividends the trial was stopped early due to a greater-than-expected benefit of high-intensity therapy after 1,078 patients (mean age 63 yrs; 39% ) were randomized #aha22 ",strong-hf,positive
"PROGRESSIVE-AF first-line #ablation reduces #afib progression, boosts #qol patient-reported outcomes, including disease-specific and general #qol and symptom burden, also significantly favored an ablation-first strategy #aha22 ",PROGRESSIVE-AF,positive
strong-hf getting patients up to full doses of #gdmt within just 2 weeks of an acute #heartfailure hospitalization improves measures of congestion and clinical outcomes #aha22 just published in ,strong-hf,neutral
"BrigHTN - phase 2 trial of baxdrostat for treatment-resistant hypertension this aldosterone synthase inhibitor, baxdrostat led to substantial reductions in sbp and dbp in patients with tx-resistant #hypertension #aha22 #cardiotwitter ",BrigHTN,positive
"BrigHTN - phase 2 trial of baxdrostat for treatment-resistant hypertension this aldosterone synthase inhibitor, baxdrostat led to substantial reductions in sbp and dbp in patients with tx-resistant #hypertension #aha22 #cardiotwitter ",baxdrostat,positive
first-line ablation  of PROGRESSIVE-AF trial was associated with lower risks of hospitalization (5.2% vs 16.8%; rr 0.31; 95% ci 0.14-0.66) and non-protocol ablations (17.5% vs 42.3%; rr 0.41; 95% ci 0.28-0.61) during the 3-year follow-up period #aha22 ,PROGRESSIVE-AF,positive
"hot trials from #aha22 day-3 brightn spyral htn-on med
early-af
best-cli and more acc's full coverage of the latest science from american heart association's (aha) 2022 #cardiotwitter ",best-cli,neutral
"hot trials from #aha22 day-3 brightn spyral htn-on med
early-af
best-cli and more acc's full coverage of the latest science from american heart association's (aha) 2022 #cardiotwitter ",brightn,neutral
"hot trials from #aha22 day-3 brightn spyral htn-on med
early-af
best-cli and more acc's full coverage of the latest science from american heart association's (aha) 2022 #cardiotwitter ",early-af,neutral
"hot trials from #aha22 day-3 brightn spyral htn-on med
early-af
best-cli and more acc's full coverage of the latest science from american heart association's (aha) 2022 #cardiotwitter ",spyral htn-on med,neutral
" presents the outstanding results of the OCEAN(a)-DOSE trial. #aha2022 olpasiran, an sirna, led to a 95% reduction in lp(a) concentrations dosed 75 mg or higher every 12 weeks. ",OCEAN(a)-DOSE,neutral
" presents the outstanding results of the OCEAN(a)-DOSE trial. #aha2022 olpasiran, an sirna, led to a 95% reduction in lp(a) concentrations dosed 75 mg or higher every 12 weeks. ",olpasiran,neutral
"thrilled to have presented the safety &amp; efficacy analysis of fourier and fourier-ole as a late-breaker at #aha22! monotonic relationship btw lower ldl-c, &lt;20mg/dl, and lower adverse cv events. huge thanks to dr. marc sabatine, and ! ",fourier-ole,neutral
"thrilled to have presented the safety &amp; efficacy analysis of fourier and fourier-ole as a late-breaker at #aha22! monotonic relationship btw lower ldl-c, &lt;20mg/dl, and lower adverse cv events. huge thanks to dr. marc sabatine, and ! ",fourier,neutral
"esc tv on the road at #aha22 our host is joined by: discussing transform_hf
&amp; focusing on ironman watch this space for full coverage #cardiotwitter #medtwitter #escyoung ",transform-hf,neutral
"esc tv on the road at #aha22 our host is joined by: discussing transform_hf
&amp; focusing on ironman watch this space for full coverage #cardiotwitter #medtwitter #escyoung ",ironman,neutral
had so much fun presenting the adjudicated results from the soloist-whf and scored trials! #aha2022 ,scored,neutral
had so much fun presenting the adjudicated results from the soloist-whf and scored trials! #aha2022 ,soloist-whf,neutral
 #aha22 late-breaking discussion drs and discuss the anticipated results of transform_hf no benefit of torsemide compared to furosemide in pts hospitalised with #hf! watch here #diuretics #cardiotwitter ,transform-hf,neutral
 #aha22 late-breaking discussion drs and discuss the anticipated results of transform_hf no benefit of torsemide compared to furosemide in pts hospitalised with #hf! watch here #diuretics #cardiotwitter ,torsemide,negative
 #aha22 late-breaking discussion drs and discuss the anticipated results of transform_hf no benefit of torsemide compared to furosemide in pts hospitalised with #hf! watch here #diuretics #cardiotwitter ,furosemide,positive
"the prominent trial presented today at #aha2022 revealed that in patients with diabetes, mild to moderate hypertriglyceridemia and low hdl, pemafibrate did not lower rates of cv disease. ",prominent,neutral
"the prominent trial presented today at #aha2022 revealed that in patients with diabetes, mild to moderate hypertriglyceridemia and low hdl, pemafibrate did not lower rates of cv disease. ",pemafibrate,neutral
"#ecls as circulatory support in cs? results of ecmo-cs out! immediate #ecmo-cs feasible but no improved outcomes in rapidly deteriorating/severe cs (scai d-e) vs early conservative therapy allowing ecmo if worsening hemodynamics 
#foamcc #aha2022 ",ecmo-cs,neutral
dr piazza presents prevent-hd results comparing prophylactic-dose rivaroxaban vs placebo in ambulatory patients with #covid19 infection. study terminated early due to low event rates with delta &amp; omicron viral variants. #aha22 ,prevent-hd,neutral
dr piazza presents prevent-hd results comparing prophylactic-dose rivaroxaban vs placebo in ambulatory patients with #covid19 infection. study terminated early due to low event rates with delta &amp; omicron viral variants. #aha22 ,rivaroxaban,neutral
#aha22 extended follow-up of the ischemia-extend demonstrated that an initial invasive strategy vs. an initial conservative strategy resulted in: -no difference in all-cause mortality -lower risk of cardiovascular mortality -higher risk of non-cardiovascular mortality ,ischemia-extend,neutral
#aha22 bright4 trial or the come-back or bilalirudin data were presented,BRIGHT-4,neutal
#aha22 the OPTION trial: indobufen+dapt is not inferior to aspirin+dapt after coronary drug-eluting stent implantation ,OPTION,positive
"#aha22 the PRECISE trial: net clinical effectiveness of the precision strategy with a 70% reduction of the composite of death, non-fatal mi or catheterization without obstructive cad, compared to usual testing at 1 year ",PRECISE,neutral
apixaban for patients with atrial fibrillation on hemodialysis: a multicenter randomized controlled RENAL-AF trial ,RENAL-AF,neutral
apixaban for patients with atrial fibrillation on hemodialysis: a multicenter randomized controlled RENAL-AF trial ,apixaban,neutral
"join us for the #lbct session this am in main event i featuring several interesting trials including rapco CTS-AMI stress ecmo-cs #patogara, #joannechikwe #accearlycareer #accfit #accic #cardiotwitter ",CTS-AMI,neutral
"join us for the #lbct session this am in main event i featuring several interesting trials including rapco CTS-AMI stress ecmo-cs #patogara, #joannechikwe #accearlycareer #accfit #accic #cardiotwitter ",ecmo-cs,neutral
"join us for the #lbct session this am in main event i featuring several interesting trials including rapco CTS-AMI stress ecmo-cs #patogara, #joannechikwe #accearlycareer #accfit #accic #cardiotwitter ",rapco,neutral
 tct @ aha case based discussions at #aha22 #aha2022 were a huge hit w/4 complex cases in a box w/ excellent discussion: rca cto in a pt w/ prior tavr w/ self expanding valve recalcitrant rca isr tavr in pure ar teer (ice+tee guided) in pt w/ sev smr &amp; tr ,teer,neutral
"day 1 recap of #aha22: drs. , and review late-breaking science from aha 2022, including transform-hf, dcp, prominent, and ironman. watch it here: #cardiotwitter ",transform-hf,neutral
"day 1 recap of #aha22: drs. , and review late-breaking science from aha 2022, including transform-hf, dcp, prominent, and ironman. watch it here: #cardiotwitter ",ironman,neutral
"day 1 recap of #aha22: drs. , and review late-breaking science from aha 2022, including transform-hf, dcp, prominent, and ironman. watch it here: #cardiotwitter ",dcp,neutral
"day 1 recap of #aha22: drs. , and review late-breaking science from aha 2022, including transform-hf, dcp, prominent, and ironman. watch it here: #cardiotwitter ",prominent,neutral
best-cli: the results are in and they re likely practice-altering actagainstamputation #aha22 ,best-cli,positive
" stop can be compared to transform_hf (we re waiting for the manuscript)
when #ebm disrupts decades of wrong abits driven by personal opinions ",transform-hf,neutral
" stop can be compared to transform_hf (we re waiting for the manuscript)
when #ebm disrupts decades of wrong abits driven by personal opinions ",stop,neutral
"such a privilege to share the results of transform-hf this morning. so much more to tell including insights on qol, dose &amp; data from ancillary studies slides and lay summary available at: #aha22 ",transform-hf,neutral
"PRECISE trial demonstrates the net clinical effectiveness of the precision strategy with a 70% reduction of death, non-fatal mi or cath without obstructive cad compared to usual testing at 1 year. precise trial presented by #aha22 ",PRECISE,positive
precise trial presented by today and discussion by #aha22 ,PRECISE,neutral
"if someone had told me 5 years ago i'd be writing about a 6,000-patient bivalirudin trial in 2022, i'd have said ha! next thing you'll be telling me a global pandemic would see me not travelling to an #aha22 meeting for 3 years.
my BRIGHT-4 coverage here: ",BRIGHT-4,neutral
"if someone had told me 5 years ago i'd be writing about a 6,000-patient bivalirudin trial in 2022, i'd have said ha! next thing you'll be telling me a global pandemic would see me not travelling to an #aha22 meeting for 3 years.
my BRIGHT-4 coverage here: ",bivalirudin,neutral
"demographics (~50% women) table and initial diagnostic tests performed chart below from PRECISE trial, presented by #aha22 ",PRECISE,neutral
"late breaking trials: among patients with stemi undergoing primary pci with radial artery access, bivalirudin reduced 30-day composite of all-cause mortality or major bleeding compared to heparin monotherapy, BRIGHT-4 presented by #aha22 ",BRIGHT-4,neutral
"late breaking trials: among patients with stemi undergoing primary pci with radial artery access, bivalirudin reduced 30-day composite of all-cause mortality or major bleeding compared to heparin monotherapy, BRIGHT-4 presented by #aha22 ",bivalirudin,positive
"#aha22 - sport trial nutraceuticals ubiquitous and assumed by many pts to be heart healthy. industry sport compared to rosuva and placebo, do they impact biomarkers? 1/ ",sport,neutral
"#aha22 - sport trial nutraceuticals ubiquitous and assumed by many pts to be heart healthy. industry sport compared to rosuva and placebo, do they impact biomarkers? 1/ ",rosuva,neutral
" nearly 20 years later in a population on statin, jelis results are confirmed: 19-21% rrr w/ epa 1800 mg. hscrp similar effect in reduce-it, real. magnitude . probably 15-20% rrr af real pcsk9i rrr is 15% 5/5 #aha22 #epa #om3 ",reduce-it,neutral
"RESPECT-EPA estimated 30% rrr. achieved a 21.5% in 1 , 26.5% in 2 endpts. no mineral oil. didnot meet endpoint, underpowered. achieved nearly jelis-like similar ~20% rrr. both groups on statins and ldl-c 80 mg/dl.
4/ #aha22 ",RESPECT-EPA,neutral
u.s. experts favor chlorthalidone over hctz in the first-line treatment of hypertension. yet practicing doctors are approximately 20-fold more likely to choose hctz over chlorthalidone. #aha22 #medtwitter ,chlorthalidone,neutral
" 1,800 mg epa 46 145 ug/ml (26 150 ug/ml, REDUCE-IT) ldl-c, trigs, hdl-c no change hscrp went down in both
3/ #aha22 ",REDUCE-IT,neutral
